product_id,merchant_id,product_name,product_category,offering_type,unit_price,is_physical,return_eligible
PROD000312,M000064,Wireless Noise-Canceling Earbuds,Electronics,electronic_accessory,2411.83,1,1
PROD000313,M000064,Organic Hydrating Skincare Kit,Beauty,cosmetics_kit,1124.56,1,1
PROD000314,M000064,Stainless Steel Water Bottle,Lifestyle,general_item,736.21,1,1
PROD000315,M000065,Performance Running Shoes,Footwear,footwear,3368.46,1,1
PROD000316,M000065,Urban Casual Sneakers,Footwear,footwear,2686.47,1,1
PROD000317,M000065,Leather Formal Shoes,Footwear,footwear,4399.98,1,1
PROD000318,M000065,Breathable Sports Sandals,Footwear,footwear,1818.93,1,1
PROD000319,M000066,Special Chicken Biryani Combo,Main Course,food_item,503.54,0,0
PROD000320,M000066,Paneer Butter Masala & Naan Meal,Main Course,food_item,267.64,0,0
PROD000321,M000066,Wood-Fired Margherita Pizza,Italian,food_item,358.44,0,0
PROD000322,M000066,Fresh Fruit Smoothie & Salad,Beverages & Healthy,food_item,316.85,0,0
PROD000323,M000066,Gourmet Chocolate Lava Cake,Desserts,food_item,226.96,0,0
PROD000324,M000066,Special Chicken Biryani Combo,Main Course,food_item,293.47,0,0
PROD000325,M000067,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,990.31,1,1
PROD000326,M000067,Amigurumi Plush Toy,Toys & Hobbies,crochet_toy,1235.71,1,1
PROD000327,M000067,Handcrafted Crochet Cardigan,Fashion & Apparel,fashion_apparel,2942.32,1,1
PROD000328,M000067,Custom Keychains Set,Gifts & Novelties,handicraft_item,378.32,1,1
PROD000329,M000067,Embroidered Cushion Cover,Home & Living,home_decor,889.63,1,1
PROD000330,M000067,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,1481.13,1,1
PROD000331,M000068,Starter Developer API License,Software Subscriptions,saas_plan,3148.44,0,0
PROD000332,M000068,Pro Engineering Team Subscription,Software Subscriptions,saas_plan,8248.52,0,0
PROD000333,M000068,Enterprise Infrastructure Plan,Software Subscriptions,saas_plan,23665.57,0,0
PROD000334,M000068,Custom Domain & SSL Add-on,Add-on Services,saas_plan,943.91,0,0
PROD000335,M000068,Priority 24/7 Technical Support Pass,Support Services,saas_plan,4506.23,0,0
PROD000336,M000068,Starter Developer API License,Software Subscriptions,saas_plan,606.5,0,0
PROD000337,M000069,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,1382.69,1,1
PROD000338,M000069,Amigurumi Plush Toy,Toys & Hobbies,crochet_toy,844.56,1,1
PROD000339,M000069,Handcrafted Crochet Cardigan,Fashion & Apparel,fashion_apparel,3338.1,1,1
PROD000340,M000069,Custom Keychains Set,Gifts & Novelties,handicraft_item,512.93,1,1
PROD000341,M000069,Embroidered Cushion Cover,Home & Living,home_decor,976.81,1,1
PROD000342,M000070,Annual All-Gym Access Pass,Memberships,gym_membership,15191.21,0,0
PROD000343,M000070,Monthly Unlimited Crossfit Membership,Memberships,gym_membership,3220.01,0,0
PROD000344,M000070,Personal Training 10-Session Bundle,Personal Training,personal_training,8587.61,0,0
PROD000345,M000070,Yoga & Pilates Group Class Pass,Group Classes,fitness_class,4111.14,0,0
PROD000346,M000070,Nutrition & Meal Plan Consultation,Wellness & Diet,nutrition_plan,2978.03,0,0
PROD000347,M000071,UPSC Complete Foundation Course 2026,Competitive Exams,exam_course,14037.94,0,0
PROD000348,M000071,Mains Answer Writing Test Series,Test Series,test_series,5362.42,0,0
PROD000349,M000071,Monthly Current Affairs & Magazine Pass,Study Material,study_material,50.0,0,0
PROD000350,M000071,CSAT Aptitude Intensive Crash Course,Short Courses,exam_course,5808.17,0,0
PROD000351,M000072,Performance Running Shoes,Footwear,footwear,3003.86,1,1
PROD000352,M000072,Urban Casual Sneakers,Footwear,footwear,2985.28,1,1
PROD000353,M000072,Leather Formal Shoes,Footwear,footwear,4183.51,1,1
PROD000354,M000072,Breathable Sports Sandals,Footwear,footwear,2000.05,1,1
PROD000355,M000073,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,1164.28,1,1
PROD000356,M000073,Amigurumi Plush Toy,Toys & Hobbies,crochet_toy,1114.72,1,1
PROD000357,M000073,Handcrafted Crochet Cardigan,Fashion & Apparel,fashion_apparel,3238.95,1,1
PROD000358,M000073,Custom Keychains Set,Gifts & Novelties,handicraft_item,633.56,1,1
PROD000359,M000073,Embroidered Cushion Cover,Home & Living,home_decor,1151.83,1,1
PROD000360,M000073,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,1103.06,1,1
PROD000361,M000074,Starter Developer API License,Software Subscriptions,saas_plan,3278.46,0,0
PROD000362,M000074,Pro Engineering Team Subscription,Software Subscriptions,saas_plan,7654.6,0,0
PROD000363,M000074,Enterprise Infrastructure Plan,Software Subscriptions,saas_plan,25962.33,0,0
PROD000364,M000074,Custom Domain & SSL Add-on,Add-on Services,saas_plan,2369.32,0,0
PROD000365,M000075,UPSC Complete Foundation Course 2026,Competitive Exams,exam_course,15606.45,0,0
PROD000366,M000075,Mains Answer Writing Test Series,Test Series,test_series,7134.53,0,0
PROD000367,M000075,Monthly Current Affairs & Magazine Pass,Study Material,study_material,1950.51,0,0
PROD000368,M000075,CSAT Aptitude Intensive Crash Course,Short Courses,exam_course,5021.9,0,0
PROD000369,M000076,UPSC Complete Foundation Course 2026,Competitive Exams,exam_course,13970.04,0,0
PROD000370,M000076,Mains Answer Writing Test Series,Test Series,test_series,6786.59,0,0
PROD000371,M000076,Monthly Current Affairs & Magazine Pass,Study Material,study_material,3521.16,0,0
PROD000372,M000076,CSAT Aptitude Intensive Crash Course,Short Courses,exam_course,2456.46,0,0
PROD000373,M000077,UPSC Complete Foundation Course 2026,Competitive Exams,exam_course,13651.27,0,0
PROD000374,M000077,Mains Answer Writing Test Series,Test Series,test_series,8047.34,0,0
PROD000375,M000077,Monthly Current Affairs & Magazine Pass,Study Material,study_material,64.81,0,0
PROD000376,M000077,CSAT Aptitude Intensive Crash Course,Short Courses,exam_course,5856.72,0,0
PROD000377,M000078,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,1217.88,1,1
PROD000378,M000078,Amigurumi Plush Toy,Toys & Hobbies,crochet_toy,884.25,1,1
PROD000379,M000078,Handcrafted Crochet Cardigan,Fashion & Apparel,fashion_apparel,3207.08,1,1
PROD000380,M000078,Custom Keychains Set,Gifts & Novelties,handicraft_item,634.17,1,1
PROD000381,M000078,Embroidered Cushion Cover,Home & Living,home_decor,787.62,1,1
PROD000382,M000078,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,1073.66,1,1
PROD000383,M000079,Slim Fit Denim Jeans,Fashion,fashion_apparel,1548.39,1,1
PROD000384,M000079,Wireless Noise-Canceling Earbuds,Electronics,electronic_accessory,2661.32,1,1
PROD000385,M000079,Organic Hydrating Skincare Kit,Beauty,cosmetics_kit,1064.17,1,1
PROD000386,M000079,Stainless Steel Water Bottle,Lifestyle,general_item,923.47,1,1
PROD000387,M000079,Ergonomic Desk Chair Cushion,Home Office,home_decor,1502.38,1,1
PROD000388,M000079,Slim Fit Denim Jeans,Fashion,fashion_apparel,1800.44,1,1
PROD000389,M000080,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,790.82,1,1
PROD000390,M000080,Amigurumi Plush Toy,Toys & Hobbies,crochet_toy,521.53,1,1
PROD000391,M000080,Handcrafted Crochet Cardigan,Fashion & Apparel,fashion_apparel,3071.75,1,1
PROD000392,M000080,Custom Keychains Set,Gifts & Novelties,handicraft_item,704.68,1,1
PROD000393,M000081,Starter Developer API License,Software Subscriptions,saas_plan,1471.24,0,0
PROD000394,M000081,Pro Engineering Team Subscription,Software Subscriptions,saas_plan,8535.35,0,0
PROD000395,M000081,Enterprise Infrastructure Plan,Software Subscriptions,saas_plan,25703.81,0,0
PROD000396,M000081,Custom Domain & SSL Add-on,Add-on Services,saas_plan,83.82,0,0
PROD000397,M000081,Priority 24/7 Technical Support Pass,Support Services,saas_plan,3610.81,0,0
PROD000398,M000082,Domestic Economy Flight Ticket,Flights,flight_booking,4101.02,0,0
PROD000399,M000082,3-Star Hotel Stay (2 Nights),Accommodation,hotel_stay,973.21,0,0
PROD000400,M000082,Goa Beach Resort Holiday Package,Vacation Packages,vacation_package,17790.61,0,0
PROD000401,M000082,Outstation Cab Rental (Full Day),Transportation,car_rental,7131.65,0,0
PROD000402,M000083,Performance Running Shoes,Footwear,footwear,3435.08,1,1
PROD000403,M000083,Urban Casual Sneakers,Footwear,footwear,2737.22,1,1
PROD000404,M000083,Leather Formal Shoes,Footwear,footwear,4586.1,1,1
PROD000405,M000083,Breathable Sports Sandals,Footwear,footwear,2030.88,1,1
PROD000406,M000083,Waterproof Trail Shoes,Footwear,footwear,5003.91,1,1
PROD000407,M000083,Performance Running Shoes,Footwear,footwear,3574.08,1,1
PROD000408,M000084,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,1608.7,1,1
PROD000409,M000084,Amigurumi Plush Toy,Toys & Hobbies,crochet_toy,479.72,1,1
PROD000410,M000084,Handcrafted Crochet Cardigan,Fashion & Apparel,fashion_apparel,3565.62,1,1
PROD000411,M000084,Custom Keychains Set,Gifts & Novelties,handicraft_item,521.76,1,1
PROD000412,M000084,Embroidered Cushion Cover,Home & Living,home_decor,1380.37,1,1
PROD000413,M000084,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,1257.38,1,1
PROD000414,M000085,Performance Running Shoes,Footwear,footwear,3857.16,1,1
PROD000415,M000085,Urban Casual Sneakers,Footwear,footwear,3292.89,1,1
PROD000416,M000085,Leather Formal Shoes,Footwear,footwear,4237.39,1,1
PROD000417,M000085,Breathable Sports Sandals,Footwear,footwear,2131.01,1,1
PROD000418,M000085,Waterproof Trail Shoes,Footwear,footwear,5242.13,1,1
PROD000419,M000086,Performance Running Shoes,Footwear,footwear,3649.2,1,1
PROD000420,M000086,Urban Casual Sneakers,Footwear,footwear,2913.17,1,1
PROD000421,M000086,Leather Formal Shoes,Footwear,footwear,3707.8,1,1
PROD000422,M000086,Breathable Sports Sandals,Footwear,footwear,1981.8,1,1
PROD000423,M000087,UPSC Complete Foundation Course 2026,Competitive Exams,exam_course,15000.11,0,0
PROD000424,M000087,Mains Answer Writing Test Series,Test Series,test_series,4971.69,0,0
PROD000425,M000087,Monthly Current Affairs & Magazine Pass,Study Material,study_material,50.0,0,0
PROD000426,M000087,CSAT Aptitude Intensive Crash Course,Short Courses,exam_course,4892.9,0,0
PROD000427,M000087,1-on-1 Personal Mentorship Session,Mentorship,mentorship,2525.14,0,0
PROD000428,M000087,UPSC Complete Foundation Course 2026,Competitive Exams,exam_course,15011.15,0,0
PROD000429,M000088,Domestic Economy Flight Ticket,Flights,flight_booking,5455.28,0,0
PROD000430,M000088,3-Star Hotel Stay (2 Nights),Accommodation,hotel_stay,7297.45,0,0
PROD000431,M000088,Goa Beach Resort Holiday Package,Vacation Packages,vacation_package,16218.95,0,0
PROD000432,M000088,Outstation Cab Rental (Full Day),Transportation,car_rental,3280.24,0,0
PROD000433,M000089,Complete Blood Count (CBC) Test,Lab Tests,lab_test,134.26,0,0
PROD000434,M000089,Comprehensive Health Checkup Package,Health Packages,diagnostic_package,2845.91,0,0
PROD000435,M000089,Vitamin D & B12 Screening Profile,Specialized Screening,lab_test,1086.01,0,0
PROD000436,M000089,HbA1c Diabetes Monitoring Test,Chronic Care,lab_test,630.65,0,0
PROD000437,M000089,Home Sample Collection Service Charge,Home Care,home_sample_collection,1486.26,0,0
PROD000438,M000089,Complete Blood Count (CBC) Test,Lab Tests,lab_test,50.0,0,0
PROD000439,M000090,Slim Fit Denim Jeans,Fashion,fashion_apparel,1410.64,1,1
PROD000440,M000090,Wireless Noise-Canceling Earbuds,Electronics,electronic_accessory,2869.01,1,1
PROD000441,M000090,Organic Hydrating Skincare Kit,Beauty,cosmetics_kit,1348.36,1,1
PROD000442,M000090,Stainless Steel Water Bottle,Lifestyle,general_item,949.22,1,1
PROD000443,M000090,Ergonomic Desk Chair Cushion,Home Office,home_decor,1031.01,1,1
PROD000444,M000090,Slim Fit Denim Jeans,Fashion,fashion_apparel,1427.2,1,1
PROD000445,M000091,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,1262.63,1,1
PROD000446,M000091,Amigurumi Plush Toy,Toys & Hobbies,crochet_toy,788.65,1,1
PROD000447,M000091,Handcrafted Crochet Cardigan,Fashion & Apparel,fashion_apparel,3045.21,1,1
PROD000448,M000091,Custom Keychains Set,Gifts & Novelties,handicraft_item,566.72,1,1
PROD000449,M000092,UPSC Complete Foundation Course 2026,Competitive Exams,exam_course,16193.4,0,0
PROD000450,M000092,Mains Answer Writing Test Series,Test Series,test_series,6805.28,0,0
PROD000451,M000092,Monthly Current Affairs & Magazine Pass,Study Material,study_material,1802.45,0,0
PROD000452,M000092,CSAT Aptitude Intensive Crash Course,Short Courses,exam_course,6707.71,0,0
PROD000453,M000093,UPSC Complete Foundation Course 2026,Competitive Exams,exam_course,15325.8,0,0
PROD000454,M000093,Mains Answer Writing Test Series,Test Series,test_series,5827.95,0,0
PROD000455,M000093,Monthly Current Affairs & Magazine Pass,Study Material,study_material,2023.02,0,0
PROD000456,M000093,CSAT Aptitude Intensive Crash Course,Short Courses,exam_course,4235.55,0,0
PROD000457,M000093,1-on-1 Personal Mentorship Session,Mentorship,mentorship,2652.11,0,0
PROD000458,M000093,UPSC Complete Foundation Course 2026,Competitive Exams,exam_course,14770.9,0,0
PROD000459,M000094,Special Chicken Biryani Combo,Main Course,food_item,388.64,0,0
PROD000460,M000094,Paneer Butter Masala & Naan Meal,Main Course,food_item,187.82,0,0
PROD000461,M000094,Wood-Fired Margherita Pizza,Italian,food_item,538.92,0,0
PROD000462,M000094,Fresh Fruit Smoothie & Salad,Beverages & Healthy,food_item,231.54,0,0
PROD000463,M000095,UPSC Complete Foundation Course 2026,Competitive Exams,exam_course,14295.31,0,0
PROD000464,M000095,Mains Answer Writing Test Series,Test Series,test_series,7458.62,0,0
PROD000465,M000095,Monthly Current Affairs & Magazine Pass,Study Material,study_material,266.78,0,0
PROD000466,M000095,CSAT Aptitude Intensive Crash Course,Short Courses,exam_course,3500.8,0,0
PROD000467,M000095,1-on-1 Personal Mentorship Session,Mentorship,mentorship,3701.33,0,0
PROD000468,M000095,UPSC Complete Foundation Course 2026,Competitive Exams,exam_course,14580.15,0,0
PROD000469,M000096,Slim Fit Denim Jeans,Fashion,fashion_apparel,1567.58,1,1
PROD000470,M000096,Wireless Noise-Canceling Earbuds,Electronics,electronic_accessory,2850.17,1,1
PROD000471,M000096,Organic Hydrating Skincare Kit,Beauty,cosmetics_kit,1318.0,1,1
PROD000472,M000096,Stainless Steel Water Bottle,Lifestyle,general_item,658.66,1,1
PROD000473,M000096,Ergonomic Desk Chair Cushion,Home Office,home_decor,1775.07,1,1
PROD000474,M000097,Special Chicken Biryani Combo,Main Course,food_item,333.31,0,0
PROD000475,M000097,Paneer Butter Masala & Naan Meal,Main Course,food_item,256.03,0,0
PROD000476,M000097,Wood-Fired Margherita Pizza,Italian,food_item,497.82,0,0
PROD000477,M000097,Fresh Fruit Smoothie & Salad,Beverages & Healthy,food_item,222.08,0,0
PROD000478,M000097,Gourmet Chocolate Lava Cake,Desserts,food_item,118.26,0,0
PROD000479,M000097,Special Chicken Biryani Combo,Main Course,food_item,294.55,0,0
PROD000480,M000098,Slim Fit Denim Jeans,Fashion,fashion_apparel,1399.56,1,1
PROD000481,M000098,Wireless Noise-Canceling Earbuds,Electronics,electronic_accessory,2486.75,1,1
PROD000482,M000098,Organic Hydrating Skincare Kit,Beauty,cosmetics_kit,1288.17,1,1
PROD000483,M000098,Stainless Steel Water Bottle,Lifestyle,general_item,830.97,1,1
PROD000484,M000099,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,1220.03,1,1
PROD000485,M000099,Amigurumi Plush Toy,Toys & Hobbies,crochet_toy,1020.35,1,1
PROD000486,M000099,Handcrafted Crochet Cardigan,Fashion & Apparel,fashion_apparel,3223.96,1,1
PROD000487,M000099,Custom Keychains Set,Gifts & Novelties,handicraft_item,516.19,1,1
PROD000488,M000100,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,1044.33,1,1
PROD000489,M000100,Amigurumi Plush Toy,Toys & Hobbies,crochet_toy,658.33,1,1
PROD000490,M000100,Handcrafted Crochet Cardigan,Fashion & Apparel,fashion_apparel,3267.09,1,1
PROD000491,M000100,Custom Keychains Set,Gifts & Novelties,handicraft_item,415.33,1,1
PROD000492,M000100,Embroidered Cushion Cover,Home & Living,home_decor,1242.16,1,1
PROD000493,M000100,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,1058.2,1,1
PROD000494,M000101,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,1241.32,1,1
PROD000495,M000101,Amigurumi Plush Toy,Toys & Hobbies,crochet_toy,899.71,1,1
PROD000496,M000101,Handcrafted Crochet Cardigan,Fashion & Apparel,fashion_apparel,2926.94,1,1
PROD000497,M000101,Custom Keychains Set,Gifts & Novelties,handicraft_item,65.07,1,1
PROD000498,M000101,Embroidered Cushion Cover,Home & Living,home_decor,1005.36,1,1
PROD000499,M000101,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,1396.56,1,1
PROD000500,M000102,Domestic Economy Flight Ticket,Flights,flight_booking,6017.37,0,0
PROD000501,M000102,3-Star Hotel Stay (2 Nights),Accommodation,hotel_stay,6600.77,0,0
PROD000502,M000102,Goa Beach Resort Holiday Package,Vacation Packages,vacation_package,16962.85,0,0
PROD000503,M000102,Outstation Cab Rental (Full Day),Transportation,car_rental,4670.76,0,0
PROD000504,M000102,Heritage City Guided Tour,Activities & Tours,tour_package,3914.37,0,0
PROD000505,M000102,Domestic Economy Flight Ticket,Flights,flight_booking,6205.44,0,0
PROD000506,M000103,Performance Running Shoes,Footwear,footwear,2749.0,1,1
PROD000507,M000103,Urban Casual Sneakers,Footwear,footwear,2968.92,1,1
PROD000508,M000103,Leather Formal Shoes,Footwear,footwear,4467.85,1,1
PROD000509,M000103,Breathable Sports Sandals,Footwear,footwear,772.92,1,1
PROD000510,M000103,Waterproof Trail Shoes,Footwear,footwear,5470.64,1,1
PROD000511,M000104,Special Chicken Biryani Combo,Main Course,food_item,507.07,0,0
PROD000512,M000104,Paneer Butter Masala & Naan Meal,Main Course,food_item,170.8,0,0
PROD000513,M000104,Wood-Fired Margherita Pizza,Italian,food_item,470.54,0,0
PROD000514,M000104,Fresh Fruit Smoothie & Salad,Beverages & Healthy,food_item,131.1,0,0
PROD000515,M000104,Gourmet Chocolate Lava Cake,Desserts,food_item,246.2,0,0
PROD000516,M000104,Special Chicken Biryani Combo,Main Course,food_item,417.4,0,0
PROD000517,M000105,Complete Blood Count (CBC) Test,Lab Tests,lab_test,138.64,0,0
PROD000518,M000105,Comprehensive Health Checkup Package,Health Packages,diagnostic_package,2797.31,0,0
PROD000519,M000105,Vitamin D & B12 Screening Profile,Specialized Screening,lab_test,1814.34,0,0
PROD000520,M000105,HbA1c Diabetes Monitoring Test,Chronic Care,lab_test,861.28,0,0
PROD000521,M000105,Home Sample Collection Service Charge,Home Care,home_sample_collection,318.17,0,0
PROD000522,M000105,Complete Blood Count (CBC) Test,Lab Tests,lab_test,620.88,0,0
PROD000523,M000106,Performance Running Shoes,Footwear,footwear,3259.52,1,1
PROD000524,M000106,Urban Casual Sneakers,Footwear,footwear,2595.85,1,1
PROD000525,M000106,Leather Formal Shoes,Footwear,footwear,3948.26,1,1
PROD000526,M000106,Breathable Sports Sandals,Footwear,footwear,1794.43,1,1
PROD000527,M000107,Slim Fit Denim Jeans,Fashion,fashion_apparel,1563.46,1,1
PROD000528,M000107,Wireless Noise-Canceling Earbuds,Electronics,electronic_accessory,2441.5,1,1
PROD000529,M000107,Organic Hydrating Skincare Kit,Beauty,cosmetics_kit,1188.47,1,1
PROD000530,M000107,Stainless Steel Water Bottle,Lifestyle,general_item,591.28,1,1
PROD000531,M000108,UPSC Complete Foundation Course 2026,Competitive Exams,exam_course,14203.14,0,0
PROD000532,M000108,Mains Answer Writing Test Series,Test Series,test_series,7824.66,0,0
PROD000533,M000108,Monthly Current Affairs & Magazine Pass,Study Material,study_material,1628.45,0,0
PROD000534,M000108,CSAT Aptitude Intensive Crash Course,Short Courses,exam_course,3156.69,0,0
PROD000535,M000108,1-on-1 Personal Mentorship Session,Mentorship,mentorship,4560.41,0,0
PROD000536,M000108,UPSC Complete Foundation Course 2026,Competitive Exams,exam_course,11892.58,0,0
PROD000537,M000109,Performance Running Shoes,Footwear,footwear,3064.03,1,1
PROD000538,M000109,Urban Casual Sneakers,Footwear,footwear,2096.3,1,1
PROD000539,M000109,Leather Formal Shoes,Footwear,footwear,4300.34,1,1
PROD000540,M000109,Breathable Sports Sandals,Footwear,footwear,2677.02,1,1
PROD000541,M000109,Waterproof Trail Shoes,Footwear,footwear,4735.05,1,1
PROD000542,M000109,Performance Running Shoes,Footwear,footwear,3828.49,1,1
PROD000543,M000110,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,1297.64,1,1
PROD000544,M000110,Amigurumi Plush Toy,Toys & Hobbies,crochet_toy,1407.2,1,1
PROD000545,M000110,Handcrafted Crochet Cardigan,Fashion & Apparel,fashion_apparel,3220.06,1,1
PROD000546,M000110,Custom Keychains Set,Gifts & Novelties,handicraft_item,1035.24,1,1
PROD000547,M000111,Performance Running Shoes,Footwear,footwear,4179.32,1,1
PROD000548,M000111,Urban Casual Sneakers,Footwear,footwear,2693.94,1,1
PROD000549,M000111,Leather Formal Shoes,Footwear,footwear,4537.56,1,1
PROD000550,M000111,Breathable Sports Sandals,Footwear,footwear,1801.76,1,1
PROD000551,M000112,Performance Running Shoes,Footwear,footwear,3483.95,1,1
PROD000552,M000112,Urban Casual Sneakers,Footwear,footwear,2983.78,1,1
PROD000553,M000112,Leather Formal Shoes,Footwear,footwear,4466.46,1,1
PROD000554,M000112,Breathable Sports Sandals,Footwear,footwear,1871.86,1,1
PROD000555,M000112,Waterproof Trail Shoes,Footwear,footwear,4868.59,1,1
PROD000556,M000112,Performance Running Shoes,Footwear,footwear,3345.44,1,1
PROD000557,M000113,Complete Blood Count (CBC) Test,Lab Tests,lab_test,130.56,0,0
PROD000558,M000113,Comprehensive Health Checkup Package,Health Packages,diagnostic_package,3064.22,0,0
PROD000559,M000113,Vitamin D & B12 Screening Profile,Specialized Screening,lab_test,1239.32,0,0
PROD000560,M000113,HbA1c Diabetes Monitoring Test,Chronic Care,lab_test,615.79,0,0
PROD000561,M000113,Home Sample Collection Service Charge,Home Care,home_sample_collection,288.64,0,0
PROD000562,M000113,Complete Blood Count (CBC) Test,Lab Tests,lab_test,825.39,0,0
PROD000563,M000114,Starter Developer API License,Software Subscriptions,saas_plan,2319.63,0,0
PROD000564,M000114,Pro Engineering Team Subscription,Software Subscriptions,saas_plan,7393.49,0,0
PROD000565,M000114,Enterprise Infrastructure Plan,Software Subscriptions,saas_plan,26434.42,0,0
PROD000566,M000114,Custom Domain & SSL Add-on,Add-on Services,saas_plan,50.0,0,0
PROD000567,M000115,Domestic Economy Flight Ticket,Flights,flight_booking,1311.27,0,0
PROD000568,M000115,3-Star Hotel Stay (2 Nights),Accommodation,hotel_stay,2900.49,0,0
PROD000569,M000115,Goa Beach Resort Holiday Package,Vacation Packages,vacation_package,15899.34,0,0
PROD000570,M000115,Outstation Cab Rental (Full Day),Transportation,car_rental,5876.29,0,0
PROD000571,M000115,Heritage City Guided Tour,Activities & Tours,tour_package,50.0,0,0
PROD000572,M000116,Starter Developer API License,Software Subscriptions,saas_plan,2955.42,0,0
PROD000573,M000116,Pro Engineering Team Subscription,Software Subscriptions,saas_plan,6998.58,0,0
PROD000574,M000116,Enterprise Infrastructure Plan,Software Subscriptions,saas_plan,24961.65,0,0
PROD000575,M000116,Custom Domain & SSL Add-on,Add-on Services,saas_plan,1462.88,0,0
PROD000576,M000116,Priority 24/7 Technical Support Pass,Support Services,saas_plan,2810.84,0,0
PROD000577,M000117,Starter Developer API License,Software Subscriptions,saas_plan,1298.39,0,0
PROD000578,M000117,Pro Engineering Team Subscription,Software Subscriptions,saas_plan,7992.43,0,0
PROD000579,M000117,Enterprise Infrastructure Plan,Software Subscriptions,saas_plan,25298.66,0,0
PROD000580,M000117,Custom Domain & SSL Add-on,Add-on Services,saas_plan,782.4,0,0
PROD000581,M000118,Performance Running Shoes,Footwear,footwear,3566.49,1,1
PROD000582,M000118,Urban Casual Sneakers,Footwear,footwear,2800.76,1,1
PROD000583,M000118,Leather Formal Shoes,Footwear,footwear,4028.81,1,1
PROD000584,M000118,Breathable Sports Sandals,Footwear,footwear,2139.36,1,1
PROD000585,M000118,Waterproof Trail Shoes,Footwear,footwear,5247.66,1,1
PROD000586,M000119,Complete Blood Count (CBC) Test,Lab Tests,lab_test,50.0,0,0
PROD000587,M000119,Comprehensive Health Checkup Package,Health Packages,diagnostic_package,3468.68,0,0
PROD000588,M000119,Vitamin D & B12 Screening Profile,Specialized Screening,lab_test,454.86,0,0
PROD000589,M000119,HbA1c Diabetes Monitoring Test,Chronic Care,lab_test,50.0,0,0
PROD000590,M000120,Special Chicken Biryani Combo,Main Course,food_item,425.22,0,0
PROD000591,M000120,Paneer Butter Masala & Naan Meal,Main Course,food_item,196.44,0,0
PROD000592,M000120,Wood-Fired Margherita Pizza,Italian,food_item,368.39,0,0
PROD000593,M000120,Fresh Fruit Smoothie & Salad,Beverages & Healthy,food_item,256.66,0,0
PROD000594,M000121,Starter Developer API License,Software Subscriptions,saas_plan,1826.72,0,0
PROD000595,M000121,Pro Engineering Team Subscription,Software Subscriptions,saas_plan,7696.73,0,0
PROD000596,M000121,Enterprise Infrastructure Plan,Software Subscriptions,saas_plan,24810.96,0,0
PROD000597,M000121,Custom Domain & SSL Add-on,Add-on Services,saas_plan,876.87,0,0
PROD000598,M000121,Priority 24/7 Technical Support Pass,Support Services,saas_plan,3588.93,0,0
PROD000599,M000121,Starter Developer API License,Software Subscriptions,saas_plan,2213.0,0,0
PROD000600,M000122,Complete Blood Count (CBC) Test,Lab Tests,lab_test,349.24,0,0
PROD000601,M000122,Comprehensive Health Checkup Package,Health Packages,diagnostic_package,2686.36,0,0
PROD000602,M000122,Vitamin D & B12 Screening Profile,Specialized Screening,lab_test,2059.09,0,0
PROD000603,M000122,HbA1c Diabetes Monitoring Test,Chronic Care,lab_test,50.0,0,0
PROD000604,M000123,Performance Running Shoes,Footwear,footwear,4054.09,1,1
PROD000605,M000123,Urban Casual Sneakers,Footwear,footwear,3311.15,1,1
PROD000606,M000123,Leather Formal Shoes,Footwear,footwear,3656.67,1,1
PROD000607,M000123,Breathable Sports Sandals,Footwear,footwear,1719.48,1,1
PROD000608,M000124,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,1327.81,1,1
PROD000609,M000124,Amigurumi Plush Toy,Toys & Hobbies,crochet_toy,698.16,1,1
PROD000610,M000124,Handcrafted Crochet Cardigan,Fashion & Apparel,fashion_apparel,3329.73,1,1
PROD000611,M000124,Custom Keychains Set,Gifts & Novelties,handicraft_item,50.0,1,1
PROD000612,M000124,Embroidered Cushion Cover,Home & Living,home_decor,836.51,1,1
PROD000613,M000124,Crochet Tote Bag,Apparel & Accessories,handmade_accessory,1083.58,1,1
PROD000614,M000125,Performance Running Shoes,Footwear,footwear,2954.56,1,1
PROD000615,M000125,Urban Casual Sneakers,Footwear,footwear,3079.32,1,1
PROD000616,M000125,Leather Formal Shoes,Footwear,footwear,4195.02,1,1
PROD000617,M000125,Breathable Sports Sandals,Footwear,footwear,1549.79,1,1
PROD000618,M000125,Waterproof Trail Shoes,Footwear,footwear,5343.87,1,1
PROD000619,M000125,Performance Running Shoes,Footwear,footwear,3056.54,1,1
